,plate_forme,rating,nb_tokens,category_nps,category_numeric,adjs_counts,nouns_counts,pronouns_counts,prop_nouns_counts,adverbs_counts,verbs_counts,interjections_counts,symbols_counts
3368,CDISCOUNT,1,75,Détracteur,-1,2,14,6,1,3,14,0,0
3369,CDISCOUNT,1,71,Détracteur,-1,3,20,3,0,3,7,0,0
3370,CDISCOUNT,5,3,Promoteur,1,1,0,0,0,1,1,0,0
3371,CDISCOUNT,5,4,Promoteur,1,2,1,0,0,0,0,0,0
3372,CDISCOUNT,4,3,Promoteur,1,1,0,1,0,0,0,0,0
3373,CDISCOUNT,2,50,Détracteur,-1,4,10,4,2,4,7,0,0
3374,CDISCOUNT,1,182,Détracteur,-1,6,25,18,1,8,24,0,0
3375,CDISCOUNT,3,93,Neutre,0,5,16,8,3,8,8,0,0
3376,CDISCOUNT,1,211,Détracteur,-1,8,31,16,3,14,25,0,0
3377,CDISCOUNT,5,3,Promoteur,1,0,2,0,0,0,0,0,0
3378,CDISCOUNT,5,1,Promoteur,1,1,0,0,0,0,0,0,0
3379,CDISCOUNT,1,52,Détracteur,-1,2,9,6,1,4,6,0,0
3380,CDISCOUNT,5,3,Promoteur,1,0,2,0,0,0,0,0,0
3381,CDISCOUNT,5,3,Promoteur,1,0,1,0,0,2,0,0,0
3382,CDISCOUNT,4,3,Promoteur,1,1,1,0,0,0,0,0,0
3383,CDISCOUNT,5,4,Promoteur,1,0,0,0,0,0,1,0,0
3384,CDISCOUNT,5,7,Promoteur,1,1,1,0,0,2,2,0,0
3385,CDISCOUNT,1,51,Détracteur,-1,5,8,5,0,3,6,0,0
3386,CDISCOUNT,1,110,Détracteur,-1,3,22,10,2,6,19,0,0
3387,CDISCOUNT,4,2,Promoteur,1,2,0,0,0,0,0,0,0
3388,CDISCOUNT,5,3,Promoteur,1,2,0,0,0,0,0,0,0
3389,CDISCOUNT,1,118,Détracteur,-1,7,21,10,3,4,14,0,0
3390,CDISCOUNT,5,2,Promoteur,1,1,0,0,0,1,0,0,0
3391,CDISCOUNT,1,26,Détracteur,-1,2,9,1,0,1,1,0,0
3392,CDISCOUNT,5,5,Promoteur,1,0,2,1,0,0,1,0,0
3393,CDISCOUNT,1,10,Détracteur,-1,2,3,0,0,1,2,0,0
3394,CDISCOUNT,2,68,Détracteur,-1,3,6,9,1,8,6,0,0
3395,CDISCOUNT,1,21,Détracteur,-1,0,5,3,0,2,1,0,0
3396,CDISCOUNT,5,9,Promoteur,1,2,3,0,1,1,0,0,0
3397,CDISCOUNT,1,54,Détracteur,-1,5,9,6,1,5,6,0,0
3398,CDISCOUNT,1,55,Détracteur,-1,5,11,3,2,8,5,0,0
3399,CDISCOUNT,1,5,Détracteur,-1,0,1,0,0,0,3,0,0
3400,CDISCOUNT,5,5,Promoteur,1,0,2,1,0,1,1,0,0
3401,CDISCOUNT,1,60,Détracteur,-1,3,14,5,0,5,7,0,0
3402,CDISCOUNT,3,5,Neutre,0,0,3,0,0,0,1,0,0
3403,CDISCOUNT,5,5,Promoteur,1,1,0,1,0,2,1,0,0
3404,CDISCOUNT,5,3,Promoteur,1,2,0,0,0,0,0,0,0
3405,CDISCOUNT,5,17,Promoteur,1,5,3,0,0,1,2,0,0
3406,CDISCOUNT,5,45,Promoteur,1,3,12,3,0,4,4,0,0
3407,CDISCOUNT,5,8,Promoteur,1,0,2,0,0,2,1,0,0
3408,CDISCOUNT,4,37,Promoteur,1,2,8,3,0,5,3,0,0
3409,CDISCOUNT,3,9,Neutre,0,0,4,0,0,0,0,0,0
3410,CDISCOUNT,5,13,Promoteur,1,0,3,2,0,1,2,0,0
3411,CDISCOUNT,5,8,Promoteur,1,2,1,0,1,1,0,0,0
3412,CDISCOUNT,5,2,Promoteur,1,0,0,0,1,1,0,0,0
3413,CDISCOUNT,5,15,Promoteur,1,3,4,0,0,0,4,0,0
3414,CDISCOUNT,5,9,Promoteur,1,2,0,4,0,1,1,0,0
3415,CDISCOUNT,5,10,Promoteur,1,0,2,0,1,2,0,0,0
3416,CDISCOUNT,1,50,Détracteur,-1,2,9,4,2,2,8,0,0
3417,CDISCOUNT,1,529,Détracteur,-1,20,70,23,13,24,65,0,0
3418,CDISCOUNT,1,43,Détracteur,-1,2,6,4,0,2,7,0,0
3419,CDISCOUNT,1,64,Détracteur,-1,9,11,4,2,4,10,0,0
3420,CDISCOUNT,5,22,Promoteur,1,3,5,1,1,1,3,0,0
3421,CDISCOUNT,5,3,Promoteur,1,0,2,0,0,0,0,0,0
3422,CDISCOUNT,5,6,Promoteur,1,1,1,1,0,2,1,0,0
3423,CDISCOUNT,1,102,Détracteur,-1,3,22,5,1,3,8,0,0
3424,CDISCOUNT,5,2,Promoteur,1,0,2,0,0,0,0,0,0
3425,CDISCOUNT,1,149,Détracteur,-1,9,25,6,1,10,21,0,0
3426,CDISCOUNT,5,20,Promoteur,1,3,4,1,2,2,0,0,0
3427,CDISCOUNT,1,34,Détracteur,-1,0,4,2,0,8,5,0,0
3428,CDISCOUNT,3,25,Neutre,0,3,2,6,0,2,5,0,0
3429,CDISCOUNT,5,4,Promoteur,1,0,2,0,0,2,0,0,0
3430,CDISCOUNT,5,12,Promoteur,1,1,2,1,0,1,2,0,0
3431,CDISCOUNT,5,4,Promoteur,1,0,0,0,0,2,1,0,0
3432,CDISCOUNT,5,3,Promoteur,1,0,1,0,0,0,0,0,0
3433,CDISCOUNT,5,4,Promoteur,1,0,1,0,0,0,1,0,0
3434,CDISCOUNT,5,5,Promoteur,1,1,2,0,1,0,1,0,0
3435,CDISCOUNT,2,30,Détracteur,-1,1,7,5,1,3,3,0,0
3436,CDISCOUNT,1,193,Détracteur,-1,6,28,20,4,11,29,0,0
3437,CDISCOUNT,1,124,Détracteur,-1,7,24,12,0,9,12,0,0
3438,CDISCOUNT,1,60,Détracteur,-1,5,14,2,1,4,3,0,0
3439,CDISCOUNT,5,34,Promoteur,1,1,7,4,2,1,7,0,0
3440,CDISCOUNT,5,8,Promoteur,1,0,2,0,0,2,1,0,0
3441,CDISCOUNT,5,4,Promoteur,1,1,2,0,0,0,1,0,0
3442,CDISCOUNT,5,7,Promoteur,1,3,1,0,0,1,0,0,0
3443,CDISCOUNT,1,11,Détracteur,-1,1,1,2,0,0,3,0,0
3444,CDISCOUNT,5,7,Promoteur,1,1,3,0,0,0,0,0,0
3445,CDISCOUNT,5,14,Promoteur,1,3,4,0,0,0,2,0,0
3446,CDISCOUNT,1,28,Détracteur,-1,1,8,1,0,1,7,0,0
3447,CDISCOUNT,5,12,Promoteur,1,1,5,0,0,0,0,0,0
3448,CDISCOUNT,5,200,Promoteur,1,8,33,12,8,16,19,0,0
3449,CDISCOUNT,5,12,Promoteur,1,4,5,0,0,0,1,0,0
3450,CDISCOUNT,1,85,Détracteur,-1,3,19,6,2,7,12,0,0
3451,CDISCOUNT,3,50,Neutre,0,3,11,4,2,4,4,0,0
3452,CDISCOUNT,1,76,Détracteur,-1,2,10,10,0,8,13,0,0
3453,CDISCOUNT,1,154,Détracteur,-1,5,22,15,4,9,19,0,0
3454,CDISCOUNT,5,11,Promoteur,1,2,3,0,0,1,0,0,0
3455,CDISCOUNT,5,10,Promoteur,1,1,2,0,0,3,2,0,0
3456,CDISCOUNT,5,7,Promoteur,1,1,2,0,0,1,1,0,0
3457,CDISCOUNT,5,3,Promoteur,1,0,0,0,1,1,0,0,0
3458,CDISCOUNT,1,129,Détracteur,-1,3,19,7,0,11,16,0,0
3459,CDISCOUNT,1,88,Détracteur,-1,0,16,11,0,5,11,0,0
3460,CDISCOUNT,5,2,Promoteur,1,0,1,0,2,0,0,0,0
3461,CDISCOUNT,1,80,Détracteur,-1,4,9,7,1,6,10,0,0
3462,CDISCOUNT,5,12,Promoteur,1,4,6,0,0,0,0,0,0
3463,CDISCOUNT,1,106,Détracteur,-1,4,16,12,1,7,15,0,0
3464,CDISCOUNT,5,9,Promoteur,1,2,4,0,0,1,1,0,0
3465,CDISCOUNT,4,7,Promoteur,1,2,3,0,0,1,1,0,0
3466,CDISCOUNT,1,211,Détracteur,-1,19,37,16,3,13,20,0,0
3467,CDISCOUNT,5,7,Promoteur,1,2,2,0,0,0,1,0,0
3468,CDISCOUNT,5,5,Promoteur,1,1,0,1,0,2,1,0,0
3469,CDISCOUNT,5,7,Promoteur,1,3,1,0,0,1,0,0,0
3470,CDISCOUNT,5,8,Promoteur,1,1,2,0,0,2,1,0,0
3471,CDISCOUNT,5,5,Promoteur,1,1,2,0,0,0,1,0,0
3472,CDISCOUNT,5,10,Promoteur,1,1,3,0,0,0,2,0,0
3473,CDISCOUNT,5,6,Promoteur,1,0,3,0,0,0,0,0,0
3474,CDISCOUNT,5,7,Promoteur,1,0,1,1,2,1,1,0,0
3475,CDISCOUNT,1,44,Détracteur,-1,3,11,4,0,5,7,0,0
3476,CDISCOUNT,1,57,Détracteur,-1,0,10,7,0,3,9,0,0
3477,CDISCOUNT,1,86,Détracteur,-1,5,13,4,2,5,10,0,0
3478,CDISCOUNT,4,36,Promoteur,1,1,8,3,0,4,5,0,0
3479,CDISCOUNT,5,3,Promoteur,1,0,2,0,0,0,0,0,0
3480,CDISCOUNT,5,3,Promoteur,1,0,2,0,0,0,0,0,0
3481,CDISCOUNT,1,178,Détracteur,-1,5,28,7,1,8,20,0,0
3482,CDISCOUNT,1,56,Détracteur,-1,2,9,4,0,4,9,0,0
3483,CDISCOUNT,5,4,Promoteur,1,2,1,0,0,0,0,0,0
3484,CDISCOUNT,5,65,Promoteur,1,6,15,5,1,2,9,0,0
3485,CDISCOUNT,5,6,Promoteur,1,1,2,0,0,1,0,0,0
3486,CDISCOUNT,5,6,Promoteur,1,1,2,0,0,0,1,0,0
3487,CDISCOUNT,1,282,Détracteur,-1,13,37,21,5,15,41,0,0
3488,CDISCOUNT,5,14,Promoteur,1,4,7,1,0,0,1,0,0
3489,CDISCOUNT,5,5,Promoteur,1,3,1,0,0,0,0,0,0
3490,CDISCOUNT,5,31,Promoteur,1,1,5,3,1,4,2,0,0
3491,CDISCOUNT,5,6,Promoteur,1,2,0,0,0,2,0,0,0
3492,CDISCOUNT,5,5,Promoteur,1,2,2,0,1,0,0,0,0
3493,CDISCOUNT,5,3,Promoteur,1,1,0,1,0,1,0,0,0
3494,CDISCOUNT,5,3,Promoteur,1,0,1,0,0,1,1,0,0
3495,CDISCOUNT,1,376,Détracteur,-1,16,52,16,3,22,32,0,0
3496,CDISCOUNT,1,84,Détracteur,-1,3,11,9,5,4,13,0,0
3497,CDISCOUNT,5,19,Promoteur,1,1,4,3,2,1,2,0,0
3498,CDISCOUNT,1,86,Détracteur,-1,7,14,14,1,1,13,1,0
3499,CDISCOUNT,5,5,Promoteur,1,1,2,0,0,0,0,0,0
3500,CDISCOUNT,5,3,Promoteur,1,0,0,0,0,1,1,0,0
3501,CDISCOUNT,5,17,Promoteur,1,7,3,0,0,1,2,0,0
3502,CDISCOUNT,1,53,Détracteur,-1,3,10,2,1,1,10,0,0
3503,CDISCOUNT,1,86,Détracteur,-1,4,12,10,0,7,13,0,0
3504,CDISCOUNT,5,4,Promoteur,1,0,0,1,1,0,1,0,0
3505,CDISCOUNT,5,35,Promoteur,1,3,10,1,2,3,1,0,0
3506,CDISCOUNT,5,6,Promoteur,1,0,2,0,0,1,0,0,0
3507,CDISCOUNT,5,20,Promoteur,1,2,4,4,0,1,4,0,0
3508,CDISCOUNT,5,4,Promoteur,1,0,1,1,0,0,1,0,0
3509,CDISCOUNT,1,184,Détracteur,-1,6,31,12,0,12,27,0,0
3510,CDISCOUNT,5,4,Promoteur,1,2,1,0,0,0,0,0,0
3511,CDISCOUNT,5,10,Promoteur,1,0,3,0,0,1,1,0,0
3512,CDISCOUNT,5,2,Promoteur,1,1,1,0,0,0,0,0,0
3513,CDISCOUNT,1,13,Détracteur,-1,1,4,1,0,3,2,0,0
3514,CDISCOUNT,5,18,Promoteur,1,2,4,1,0,2,1,0,0
3515,CDISCOUNT,5,6,Promoteur,1,1,3,0,0,1,0,0,0
3516,CDISCOUNT,3,23,Neutre,0,4,5,0,0,4,1,0,0
3517,CDISCOUNT,5,4,Promoteur,1,1,2,0,0,0,0,0,0
3518,CDISCOUNT,5,2,Promoteur,1,0,0,0,0,2,0,0,0
3519,CDISCOUNT,3,3,Neutre,0,2,1,0,0,0,0,0,0
3520,CDISCOUNT,5,8,Promoteur,1,2,3,0,0,2,0,0,0
3521,CDISCOUNT,4,6,Promoteur,1,0,0,1,0,3,1,0,0
3522,CDISCOUNT,1,99,Détracteur,-1,4,24,2,6,6,11,0,0
3523,CDISCOUNT,5,3,Promoteur,1,0,0,0,0,1,1,0,0
3524,CDISCOUNT,1,253,Détracteur,-1,13,42,17,2,12,31,0,0
3525,CDISCOUNT,5,5,Promoteur,1,1,2,0,0,0,0,0,0
3526,CDISCOUNT,5,3,Promoteur,1,1,0,0,0,1,0,0,0
3527,CDISCOUNT,1,128,Détracteur,-1,5,18,15,0,7,23,0,0
3528,CDISCOUNT,4,7,Promoteur,1,0,0,4,0,0,2,0,0
3529,CDISCOUNT,5,9,Promoteur,1,0,1,1,0,1,3,0,0
3530,CDISCOUNT,1,156,Détracteur,-1,8,30,12,2,18,14,0,0
3531,CDISCOUNT,2,34,Détracteur,-1,6,9,1,1,0,2,0,0
3532,CDISCOUNT,5,46,Promoteur,1,2,9,1,2,3,6,0,0
3533,CDISCOUNT,1,68,Détracteur,-1,5,16,7,4,7,10,0,0
3534,CDISCOUNT,5,84,Promoteur,1,4,17,7,4,7,7,0,0
3535,CDISCOUNT,5,4,Promoteur,1,2,1,0,1,0,0,0,0
3536,CDISCOUNT,5,15,Promoteur,1,2,2,4,0,1,2,0,0
3537,CDISCOUNT,5,33,Promoteur,1,0,7,5,2,1,5,0,0
3538,CDISCOUNT,5,4,Promoteur,1,0,1,0,0,0,1,0,0
3539,CDISCOUNT,5,4,Promoteur,1,2,0,0,0,1,0,0,0
3540,CDISCOUNT,5,2,Promoteur,1,0,0,0,0,2,0,0,0
3541,CDISCOUNT,4,8,Promoteur,1,3,2,0,1,1,0,0,0
3542,CDISCOUNT,5,5,Promoteur,1,0,0,1,0,1,2,0,0
3543,CDISCOUNT,5,2,Promoteur,1,1,1,0,0,0,0,0,0
3544,CDISCOUNT,4,8,Promoteur,1,1,1,0,1,1,1,0,0
3545,CDISCOUNT,5,2,Promoteur,1,1,1,0,0,0,0,0,0
3546,CDISCOUNT,1,79,Détracteur,-1,2,15,8,4,4,10,0,0
3547,CDISCOUNT,1,67,Détracteur,-1,3,8,9,1,3,7,0,0
3548,CDISCOUNT,1,58,Détracteur,-1,7,13,1,1,3,5,0,0
3549,CDISCOUNT,5,18,Promoteur,1,0,6,2,0,1,2,0,0
3550,CDISCOUNT,1,178,Détracteur,-1,5,30,18,1,9,27,0,0
3551,CDISCOUNT,5,3,Promoteur,1,0,2,0,0,0,0,0,0
3552,CDISCOUNT,5,6,Promoteur,1,1,0,1,1,0,2,0,0
3553,CDISCOUNT,5,5,Promoteur,1,1,1,0,1,0,1,0,0
3554,CDISCOUNT,1,107,Détracteur,-1,5,12,11,2,12,19,0,0
3555,CDISCOUNT,5,28,Promoteur,1,2,4,4,1,1,3,0,0
3556,CDISCOUNT,5,23,Promoteur,1,1,5,2,0,1,2,0,0
3557,CDISCOUNT,5,5,Promoteur,1,0,1,1,0,1,1,0,0
3558,CDISCOUNT,5,4,Promoteur,1,2,1,0,1,0,0,0,0
3559,CDISCOUNT,5,6,Promoteur,1,0,2,0,1,1,1,0,0
3560,CDISCOUNT,1,47,Détracteur,-1,2,15,4,2,3,3,0,0
3561,CDISCOUNT,5,12,Promoteur,1,1,2,1,2,3,1,0,0
3562,CDISCOUNT,5,22,Promoteur,1,4,5,1,0,2,0,0,0
3563,CDISCOUNT,1,53,Détracteur,-1,3,8,1,4,2,8,0,0
3564,CDISCOUNT,1,50,Détracteur,-1,4,10,6,1,3,9,0,0
3565,CDISCOUNT,1,81,Détracteur,-1,7,19,6,4,4,9,0,0
3566,CDISCOUNT,5,19,Promoteur,1,3,7,1,1,0,1,0,0
3567,CDISCOUNT,1,43,Détracteur,-1,2,10,0,2,4,6,0,0
3568,CDISCOUNT,1,119,Détracteur,-1,4,19,5,0,7,16,0,0
3569,CDISCOUNT,1,51,Détracteur,-1,4,11,2,2,5,6,0,0
3570,CDISCOUNT,5,7,Promoteur,1,1,1,1,1,0,1,0,0
3571,CDISCOUNT,5,19,Promoteur,1,2,6,0,0,2,2,0,0
3572,CDISCOUNT,5,16,Promoteur,1,4,3,3,0,0,1,0,0
3573,CDISCOUNT,5,6,Promoteur,1,2,1,0,0,1,0,0,0
3574,CDISCOUNT,5,2,Promoteur,1,0,1,0,0,0,1,0,0
3575,CDISCOUNT,5,6,Promoteur,1,0,2,0,0,1,1,0,0
3576,CDISCOUNT,5,4,Promoteur,1,0,0,2,0,0,1,0,0
3577,CDISCOUNT,1,97,Détracteur,-1,4,17,5,2,8,10,0,0
3578,CDISCOUNT,4,5,Promoteur,1,1,0,0,0,1,1,0,0
3579,CDISCOUNT,1,24,Détracteur,-1,2,6,1,1,3,1,0,0
3580,CDISCOUNT,5,3,Promoteur,1,0,2,0,0,0,0,0,0
3581,CDISCOUNT,1,169,Détracteur,-1,5,33,13,1,13,17,0,0
3582,CDISCOUNT,2,17,Détracteur,-1,1,3,2,0,2,2,0,0
3583,CDISCOUNT,5,6,Promoteur,1,1,3,0,0,0,0,0,0
3584,CDISCOUNT,5,8,Promoteur,1,2,3,0,0,0,2,0,0
3585,CDISCOUNT,5,7,Promoteur,1,1,2,0,0,1,0,0,0
3586,CDISCOUNT,5,3,Promoteur,1,1,1,0,0,1,0,0,0
3587,CDISCOUNT,4,2,Promoteur,1,1,1,0,0,0,0,0,0
3588,CDISCOUNT,5,6,Promoteur,1,0,2,0,0,0,1,0,0
3589,CDISCOUNT,5,12,Promoteur,1,2,2,3,0,0,3,0,0
3590,CDISCOUNT,5,18,Promoteur,1,2,9,0,1,0,0,0,0
3591,CDISCOUNT,1,52,Détracteur,-1,1,8,3,2,5,8,0,0
3592,CDISCOUNT,5,4,Promoteur,1,1,0,0,0,2,1,0,0
3593,CDISCOUNT,5,8,Promoteur,1,2,1,0,0,1,0,0,0
3594,CDISCOUNT,5,32,Promoteur,1,3,7,3,0,2,4,0,0
3595,CDISCOUNT,5,5,Promoteur,1,1,0,1,0,0,1,0,0
3596,CDISCOUNT,5,30,Promoteur,1,4,6,3,0,3,2,0,0
3597,CDISCOUNT,4,8,Promoteur,1,3,2,0,0,0,1,0,0
3598,CDISCOUNT,1,48,Détracteur,-1,0,8,6,2,4,8,0,0
3599,CDISCOUNT,5,2,Promoteur,1,0,0,0,0,2,0,0,0
3600,CDISCOUNT,5,5,Promoteur,1,1,2,0,0,0,1,0,0
3601,CDISCOUNT,1,6,Détracteur,-1,1,0,0,2,0,1,0,0
3602,CDISCOUNT,5,6,Promoteur,1,1,2,0,0,1,0,0,0
3603,CDISCOUNT,5,4,Promoteur,1,0,2,0,0,0,1,0,0
3604,CDISCOUNT,5,3,Promoteur,1,2,1,0,0,0,0,0,0
3605,CDISCOUNT,1,7,Détracteur,-1,0,2,0,0,2,1,0,0
3606,CDISCOUNT,5,7,Promoteur,1,1,2,0,0,0,0,0,0
3607,CDISCOUNT,5,5,Promoteur,1,1,1,1,0,0,0,0,0
3608,CDISCOUNT,5,28,Promoteur,1,1,6,3,1,4,4,0,0
3609,CDISCOUNT,2,139,Détracteur,-1,10,26,10,4,13,16,0,0
3610,CDISCOUNT,5,10,Promoteur,1,2,2,1,0,1,1,0,0
3611,CDISCOUNT,5,6,Promoteur,1,1,3,0,0,0,1,0,0
3612,CDISCOUNT,4,5,Promoteur,1,1,3,0,0,1,0,0,0
3613,CDISCOUNT,5,26,Promoteur,1,1,8,4,0,0,1,0,0
3614,CDISCOUNT,1,25,Détracteur,-1,2,2,6,1,4,3,0,0
3615,CDISCOUNT,1,30,Détracteur,-1,5,9,2,1,2,2,0,0
3616,CDISCOUNT,5,2,Promoteur,1,0,1,0,0,0,1,0,0
3617,CDISCOUNT,2,256,Détracteur,-1,15,49,14,1,15,19,0,0
3618,CDISCOUNT,5,16,Promoteur,1,1,3,2,0,1,2,0,0
3619,CDISCOUNT,4,9,Promoteur,1,2,2,0,0,2,0,0,0
3620,CDISCOUNT,5,2,Promoteur,1,1,0,0,0,1,0,0,0
3621,CDISCOUNT,5,3,Promoteur,1,1,1,0,0,0,0,0,0
3622,CDISCOUNT,1,207,Détracteur,-1,10,45,11,3,15,20,0,0
3623,CDISCOUNT,5,6,Promoteur,1,0,2,0,0,0,0,0,0
3624,CDISCOUNT,5,8,Promoteur,1,2,3,0,0,0,1,0,0
3625,CDISCOUNT,1,111,Détracteur,-1,10,19,8,1,11,14,0,0
3626,CDISCOUNT,1,96,Détracteur,-1,1,23,7,4,5,10,0,0
3627,CDISCOUNT,5,3,Promoteur,1,1,1,0,1,0,0,0,0
3628,CDISCOUNT,5,15,Promoteur,1,1,1,1,1,5,0,0,0
3629,CDISCOUNT,5,36,Promoteur,1,4,6,2,2,6,2,0,0
3630,CDISCOUNT,1,28,Détracteur,-1,2,5,0,1,2,1,0,0
3631,CDISCOUNT,5,9,Promoteur,1,1,4,0,0,1,0,0,0
3632,CDISCOUNT,5,6,Promoteur,1,1,1,0,0,1,1,0,0
3633,CDISCOUNT,5,13,Promoteur,1,1,3,0,0,3,2,0,0
3634,CDISCOUNT,5,10,Promoteur,1,1,1,1,2,0,2,0,0
3635,CDISCOUNT,5,21,Promoteur,1,2,3,3,0,3,3,0,0
3636,CDISCOUNT,4,7,Promoteur,1,2,3,0,0,0,0,0,0
3637,CDISCOUNT,1,94,Détracteur,-1,4,10,10,2,10,11,0,0
3638,CDISCOUNT,1,26,Détracteur,-1,0,6,1,4,1,2,0,0
3639,CDISCOUNT,1,26,Détracteur,-1,3,8,2,0,2,1,0,0
3640,CDISCOUNT,5,4,Promoteur,1,0,2,0,1,0,0,0,0
3641,CDISCOUNT,5,28,Promoteur,1,2,6,3,0,1,3,0,0
3642,CDISCOUNT,5,3,Promoteur,1,2,1,0,0,0,0,0,0
3643,CDISCOUNT,5,13,Promoteur,1,2,4,0,0,2,0,0,0
3644,CDISCOUNT,5,16,Promoteur,1,2,6,0,0,1,1,0,0
3645,CDISCOUNT,5,6,Promoteur,1,0,2,0,0,1,1,0,0
3646,CDISCOUNT,1,164,Détracteur,-1,6,19,16,3,8,25,0,0
3647,CDISCOUNT,5,3,Promoteur,1,1,0,0,1,0,0,0,0
3648,CDISCOUNT,5,75,Promoteur,1,4,13,9,0,5,13,0,0
3649,CDISCOUNT,5,6,Promoteur,1,1,2,0,0,2,1,0,0
3650,CDISCOUNT,1,118,Détracteur,-1,4,20,7,2,9,16,0,0
3651,CDISCOUNT,3,31,Neutre,0,0,5,4,1,4,9,0,0
3652,CDISCOUNT,1,38,Détracteur,-1,1,6,6,0,2,6,0,0
3653,CDISCOUNT,1,37,Détracteur,-1,1,5,5,0,7,5,0,0
3654,CDISCOUNT,5,5,Promoteur,1,2,0,0,0,1,1,0,0
3655,CDISCOUNT,5,45,Promoteur,1,3,10,4,0,3,5,0,0
3656,CDISCOUNT,5,3,Promoteur,1,0,2,0,0,0,1,0,0
3657,CDISCOUNT,4,3,Promoteur,1,0,0,0,0,1,1,0,0
3658,CDISCOUNT,1,63,Détracteur,-1,3,9,5,6,4,6,0,0
3659,CDISCOUNT,1,79,Détracteur,-1,2,15,8,3,4,7,0,0
3660,CDISCOUNT,1,44,Détracteur,-1,1,9,5,1,4,6,0,0
3661,CDISCOUNT,5,23,Promoteur,1,0,4,2,1,4,3,0,0
3662,CDISCOUNT,1,79,Détracteur,-1,4,14,8,0,6,8,0,0
3663,CDISCOUNT,1,71,Détracteur,-1,6,15,5,0,5,8,0,0
3664,CDISCOUNT,1,78,Détracteur,-1,1,14,6,2,5,8,0,0
3665,CDISCOUNT,1,9,Détracteur,-1,1,2,0,1,0,1,0,0
3666,CDISCOUNT,4,7,Promoteur,1,1,1,0,0,1,1,0,0
3667,CDISCOUNT,1,37,Détracteur,-1,3,8,4,1,4,5,0,0
3668,CDISCOUNT,5,12,Promoteur,1,0,1,2,0,3,4,0,0
3669,CDISCOUNT,4,4,Promoteur,1,2,0,0,0,1,0,0,0
3670,CDISCOUNT,5,36,Promoteur,1,1,9,2,0,3,6,0,0
3671,CDISCOUNT,3,12,Neutre,0,0,4,0,1,0,1,0,0
3672,CDISCOUNT,5,7,Promoteur,1,0,4,0,0,0,0,0,0
3673,CDISCOUNT,4,92,Promoteur,1,4,12,15,0,9,10,0,0
3674,CDISCOUNT,5,2,Promoteur,1,1,0,0,1,0,0,0,0
3675,CDISCOUNT,5,22,Promoteur,1,1,4,4,0,3,4,0,0
3676,CDISCOUNT,1,62,Détracteur,-1,4,14,8,0,7,8,0,0
3677,CDISCOUNT,5,13,Promoteur,1,3,4,0,0,1,0,0,0
3678,CDISCOUNT,5,10,Promoteur,1,3,3,0,0,2,0,0,0
3679,CDISCOUNT,1,94,Détracteur,-1,5,15,12,1,3,11,0,0
3680,CDISCOUNT,1,77,Détracteur,-1,4,18,6,3,6,16,0,0
3681,CDISCOUNT,1,244,Détracteur,-1,7,33,16,5,8,32,0,0
3682,CDISCOUNT,5,25,Promoteur,1,4,6,2,1,1,2,0,0
3683,CDISCOUNT,1,43,Détracteur,-1,1,10,8,0,0,5,0,0
3684,CDISCOUNT,4,57,Promoteur,1,2,12,2,1,2,7,0,0
3685,CDISCOUNT,5,6,Promoteur,1,0,2,1,0,1,1,0,0
3686,CDISCOUNT,2,76,Détracteur,-1,3,11,5,3,6,8,0,0
3687,CDISCOUNT,1,58,Détracteur,-1,8,7,7,0,2,9,0,0
3688,CDISCOUNT,5,51,Promoteur,1,3,11,7,1,6,8,0,0
3689,CDISCOUNT,1,135,Détracteur,-1,7,29,8,2,6,18,0,0
3690,CDISCOUNT,4,80,Promoteur,1,3,17,2,0,8,9,0,0
3691,CDISCOUNT,5,5,Promoteur,1,3,2,0,0,0,0,0,0
3692,CDISCOUNT,4,189,Promoteur,1,10,28,11,10,7,18,0,0
3693,CDISCOUNT,1,196,Détracteur,-1,6,28,18,2,11,23,0,0
3694,CDISCOUNT,1,61,Détracteur,-1,5,13,3,5,9,7,0,0
3695,CDISCOUNT,5,18,Promoteur,1,0,5,1,0,1,2,0,0
3696,CDISCOUNT,5,5,Promoteur,1,1,2,0,0,1,0,0,0
3697,CDISCOUNT,4,2,Promoteur,1,0,1,0,0,1,0,0,0
3698,CDISCOUNT,5,31,Promoteur,1,1,9,3,0,1,5,0,0
3699,CDISCOUNT,1,129,Détracteur,-1,2,30,14,1,7,17,0,0
3700,CDISCOUNT,5,4,Promoteur,1,1,0,0,2,0,0,0,0
3701,CDISCOUNT,5,5,Promoteur,1,0,1,0,1,1,0,0,0
3702,CDISCOUNT,5,11,Promoteur,1,1,2,4,0,1,2,0,0
3703,CDISCOUNT,5,5,Promoteur,1,0,2,0,1,0,0,0,0
3704,CDISCOUNT,1,29,Détracteur,-1,2,6,1,1,5,1,0,0
3705,CDISCOUNT,5,4,Promoteur,1,0,1,0,2,0,1,0,0
3706,CDISCOUNT,5,23,Promoteur,1,3,8,0,1,0,1,0,0
3707,CDISCOUNT,1,16,Détracteur,-1,2,3,0,3,2,1,0,0
3708,CDISCOUNT,1,42,Détracteur,-1,1,11,3,0,3,5,0,0
3709,CDISCOUNT,5,20,Promoteur,1,4,3,1,0,4,1,0,0
3710,CDISCOUNT,5,3,Promoteur,1,0,0,0,0,2,1,0,0
3711,CDISCOUNT,1,178,Détracteur,-1,7,28,12,5,13,17,0,0
3712,CDISCOUNT,5,4,Promoteur,1,1,0,1,0,0,1,0,0
